g,n,iso,fam,ma,lat,lon
arbe1236,Arbëreshë Albanian,aae,Indo-European,Eurasia,38.911,16.7164
arbo1245,Arbore,arv,Afro-Asiatic,Africa,4.92183,36.7986
arch1244,Archi,aqc,Nakh-Daghestanian,Eurasia,42.3239,46.8267
arch1246,Archaic Norrlandic,,Indo-European,Eurasia,66.32,22.84
area1240,'Are'are,alu,Austronesian,Papunesia,-9.20699,161.158
areb1238,Areba,aea,Pama-Nyungan,Australia,-16.63548,142.63107
aree1239,Are,mwc,Austronesian,Papunesia,-9.67147,149.999
arem1240,Arem,aem,Austroasiatic,Eurasia,17.7672,105.928
areq1237,Arequipa-La Unión Quechua,qxu,Quechuan,South America,-15.1806,-72.6333
arge1236,Argentine Sign Language,aed,Sign Language,South America,-34.797,-59.1798
argo1244,Argobba,agj,Afro-Asiatic,Africa,10.6596,39.756
argu1237,Arguni,agf,Austronesian,Papunesia,-2.645798,132.5556
arha1237,Arhâ,aqr,Austronesian,Papunesia,-21.2866,165.273
arho1237,Arhö,aok,Austronesian,Papunesia,-21.3183,165.161
arhu1242,Arhuaco,arh,Chibchan,South America,10.7018,-73.6363
arib1240,Aribwaung,ylu,Austronesian,Papunesia,-6.65252,146.919
arib1241,Aribwatsa,laz,Austronesian,Papunesia,-6.72266,146.991
arif1239,Arifama-Miniafia,aai,Austronesian,Papunesia,-9.15565,149.246
arig1246,Arigidi,aqg,Atlantic-Congo,Africa,7.56324,5.89556
arii1243,Ari,aac,Suki-Gogodala,Papunesia,-7.95526,142.4
arik1262,Arikara,ari,Caddoan,North America,45.0,-100.0
arik1264,Arikem,ait,Tupian,South America,-8.924,-63.742
arik1265,Arikapú,ark,Nuclear-Macro-Je,South America,-12.4878,-62.7261
arin1243,Arin,xrn,Yeniseian,Eurasia,57.0,93.0
arin1244,Aringa,luc,Central Sudanic,Africa,3.56143,31.3071
arit1239,Arritinngithigh,rrt,Pama-Nyungan,Australia,-12.96,141.95
ariz1237,Arizona Tewa,,Kiowa-Tanoan,North America,35.836667,-110.381389
arma1243,Arman,,Tungusic,Eurasia,59.67099,150.13239
arma1244,Arma,aoh,Unattested,South America,2.03332,-76.0
arme1259,Baraninsky Armenian Sign Language,aen,Sign Language,Eurasia,40.1002,44.4767
aroa1234,Aroaqui,,Arawakan,South America,-2.102167,-60.398433
arom1237,Aromanian,rup,Indo-European,Eurasia,40.616,21.2
arop1242,Arop,aps,Austronesian,Papunesia,-3.06984,142.12
arop1243,Arop-Lokep,apr,Austronesian,Papunesia,-5.31671,147.103
aros1241,Arosi,aia,Austronesian,Papunesia,-10.2441,161.432
arta1239,Arta,atz,Austronesian,Papunesia,16.4185,121.656
arua1260,Aruamu,msy,Ramu,Papunesia,-4.28957,144.842
arua1261,Aruá (Rondonia State),arx,Tupian,South America,-12.1186,-62.4357
arua1263,Arawá (Amazonas State),aru,Arawan,South America,-5.5,-67.98
arua1264,Aruan,,Arawakan,South America,-0.608631,-50.123291
arub1238,Caquetio,,Arawakan,South America,11.28679,-69.65051
arue1240,Aruek,aur,Nuclear Torricelli,Papunesia,-3.37841,142.715
aruo1240,Srenge,lsr,Nuclear Torricelli,Papunesia,-3.45782,142.478
arus1242,Arusha,,Unattested,Africa,,
arut1244,Arutani,atx,,South America,4.0673594,-62.8676118
arva1236,Arvanitika Albanian,aat,Indo-European,Eurasia,38.283,23.3703
asar1240,Asaro'o,mtv,Nuclear Trans New Guinea,Papunesia,-5.68263,146.508
asha1243,Asháninka,cni,Arawakan,South America,-11.9311,-73.9073
ashe1269,Ashe,ahs,Atlantic-Congo,Africa,9.36574,7.39443
ashe1272,Ashéninka Perené,prq,Arawakan,South America,-10.9777,-74.9153
ashe1273,Ashéninka Pajonal,cjo,Arawakan,South America,-10.7583,-74.2014
ashk1246,Ashkun,ask,Indo-European,Eurasia,35.10699,70.542035
asho1236,Asho Chin,csh,Sino-Tibetan,Eurasia,21.393,93.5069
asht1244,Ashtiani,atn,Indo-European,Eurasia,34.60417,49.99911
asil1242,Asilulu,asl,Austronesian,Papunesia,-3.67302,127.952
asko1238,Askopan,eiv,North Bougainville,Papunesia,-6.22539,155.307
asoa1238,Asoa,asv,Central Sudanic,Africa,2.26818,26.7198
assa1263,Assamese,asm,Indo-European,Eurasia,26.0876,91.2932
assa1269,Assangori,sjg,Tamaic,Africa,13.9592,22.6393
assi1247,Assiniboine,asb,Siouan,North America,49.2923,-106.068
asss1237,As,asz,Austronesian,Papunesia,-0.75267,131.728
assy1241,Assyrian Neo-Aramaic,aii,Afro-Asiatic,Eurasia,36.75,43.0
astu1245,Asturian-Leonese-Cantabrian,ast,Indo-European,Eurasia,42.4181,-6.02227
asue1235,Asue Awyu,psa,Nuclear Trans New Guinea,Papunesia,-5.98341,139.123
asum1237,Asumboa,aua,Austronesian,Papunesia,-11.2969,166.499
asun1235,Asu (Nigeria),aum,Atlantic-Congo,Africa,10.0849,5.42081
asun1236,Asunción Mixtepec Zapotec,zoo,Otomanguean,North America,16.8762,-96.8704
asur1254,Asuri,asr,Austroasiatic,Eurasia,21.5721,83.4562
asut1235,Asu (Tanzania),asa,Atlantic-Congo,Africa,-4.17978,37.8323
ataa1240,Ata,atm,Austronesian,Papunesia,9.715,122.9
atac1235,Atacame,,,South America,0.834931,-79.778137
atak1252,Atakapa,aqp,,North America,30.9121,-93.0827
atam1239,Atampaya,amz,Pama-Nyungan,Australia,-11.0018,142.273
atam1240,Ata Manobo,atd,Austronesian,Papunesia,7.7789,125.499
atat1238,Atatláhuca Mixtec,mib,Otomanguean,North America,17.07133,-97.67753
atay1247,Atayal,tay,Austronesian,Papunesia,24.5209,121.388
atem1241,Mand,ate,Nuclear Trans New Guinea,Papunesia,-5.08137,144.806
athi1234,Athima,,Pama-Nyungan,Australia,-17.2,142.4
athp1241,Athpariya,aph,Sino-Tibetan,Eurasia,26.8794,87.3296
atii1237,Ati,atk,Austronesian,Papunesia,11.1539,122.512
atik1240,Atikamekw,atj,Algic,North America,47.9555,-73.7989
atoh1238,Atohwaim,aqm,Kayagaric,Papunesia,-6.27123,138.666
aton1241,Atong (India),aot,Sino-Tibetan,Eurasia,25.346508,90.658722
aton1242,Atong,ato,Atlantic-Congo,Africa,6.03539,9.72121
ator1244,Atorada,aox,Arawakan,South America,2.481,-60.286
atsa1241,Atsam,cch,Atlantic-Congo,Africa,9.95914,8.48301
atsa1242,Atsahuaca,atc,Pano-Tacanan,South America,-14.1666,-69.5
atsu1245,Atsugewi,atw,Palaihnihan,North America,40.4271,-120.661
atta1243,Attapady Kurumba,pkr,Dravidian,Eurasia,11.1575,76.5365
atti1239,Attié,ati,Atlantic-Congo,Africa,5.9977,-3.8209
atue1238,Atuence,atf,Bookkeeping,,,
atzi1235,Atzingo Matlatzinca,ocu,Otomanguean,North America,19.3871,-99.9239
auhe1237,'Auhelawa,kud,Austronesian,Papunesia,-10.0959,151.002
aulu1238,Aulua,aul,Austronesian,Papunesia,-16.3579,167.697
aura1243,Aurê y Aurá,aux,Tupian,South America,-4.137,-46.792
aush1241,Aushi,auh,Atlantic-Congo,Africa,-11.6295,29.0168
aush1242,Aushiri,avs,Zaparoan,South America,-3.3196,-74.5411
aust1252,Austrian Sign Language,asq,Sign Language,Eurasia,48.1197,16.225
aust1253,Australian Aborigines Sign Language,asw,Sign Language,Australia,-25.0,135.0
aust1271,Auslan,asf,Sign Language,Australia,-30.0,145.0
aust1304,Austral,aut,Austronesian,Papunesia,-23.3843,-149.462
auuu1241,Au,avt,Nuclear Torricelli,Papunesia,-3.53277,142.105
auve1240,Auvergnat,auv,Bookkeeping,,,
auwe1239,Auwe,smf,Border,Papunesia,-3.33662,141.254
auye1238,Auye,auu,Nuclear Trans New Guinea,Papunesia,-3.43705,136.096
auyo1240,Auyokawa,auo,Afro-Asiatic,Africa,9.85747,11.322
avac1239,Avá-Canoeiro,avv,Tupian,South America,-13.6081,-48.1336
avai1234,Avaipa,,South Bougainville,Papunesia,-6.211,155.39
avar1256,Avar,ava,Nakh-Daghestanian,Eurasia,41.7047,46.558
avat1244,Avatime,avn,Atlantic-Congo,Africa,6.8688,0.41314
avau1237,Avau,avb,Austronesian,Papunesia,-6.24342,150.427
aves1237,Avestan,ave,Indo-European,Eurasia,34.217,62.112
avik1243,Avikam,avi,Atlantic-Congo,Africa,5.15838,-5.2529
avok1242,Avokaya,avu,Central Sudanic,Africa,4.38639,29.9379
avok1244,Avok,,Austronesian,Papunesia,-16.536653,167.773866
awab1243,Awabakal,awk,Pama-Nyungan,Australia,-33.12847,151.43555
awac1238,Lavia-Awalai-Damangnuo Awa,vwa,Austroasiatic,Eurasia,22.75,99.4833
awac1239,Awa-Cuaiquer,kwi,Barbacoan,South America,1.21652,-78.3401
awad1243,Awadhi,awa,Indo-European,Eurasia,27.5907,82.4663
awad1244,Awad Bing,bcu,Austronesian,Papunesia,-5.59896,146.355
awak1250,Awak,awo,Atlantic-Congo,Africa,9.86334,11.3291
awap1236,Awa (Papua New Guinea),awb,Nuclear Trans New Guinea,Papunesia,-6.65534,145.714
awar1248,Awara,awx,Nuclear Trans New Guinea,Papunesia,-6.16986,146.372
awar1249,Awar,aya,Ramu,Papunesia,-4.13554,144.836
awbo1238,Awbono,awh,Bayono-Awbono,Papunesia,-5.05875,139.724
awee1242,Aweer,bob,Afro-Asiatic,Africa,-1.40124,41.234
awer1241,Awera,awr,Lakes Plain,Papunesia,-2.71886,136.063
awet1244,Awetí,awe,Tupian,South America,-12.381944,-53.391944
awia1234,Awiakay-Karimba,,Arafundi,Papunesia,-4.67314,143.71036
awin1248,Awing,azo,Atlantic-Congo,Africa,5.88362,10.264
awiy1238,Awiyaana,auy,Nuclear Trans New Guinea,Papunesia,-6.54079,145.76
awji1241,Awjilah,auj,Afro-Asiatic,Africa,29.2341,21.1819
awng1244,Awngi,awn,Afro-Asiatic,Africa,10.9819,36.6916
awtu1239,Awtuw,kmn,Sepik,Papunesia,-3.53129,141.928
awun1245,Auwon,aww,Sepik,Papunesia,-3.79671,141.999
awut1241,Awutu,afu,Atlantic-Congo,Africa,5.42441,-0.59545
awuu1235,Southern Awu (Lope),yiu,Sino-Tibetan,Eurasia,25.395,103.306
awyi1241,Awyi,auw,Border,Papunesia,-3.00564,140.604
axam1237,Axamb,ahb,Austronesian,Papunesia,-16.4838,167.707
axiy1235,Axi Yi,yix,Sino-Tibetan,Eurasia,24.6009,103.713
ayab1239,Yintyinka-Ayabadhu,ayd,Pama-Nyungan,Australia,-14.6652,142.893
ayac1239,Ayacucho Quechua,quy,Quechuan,South America,-13.84714,-74.32246
ayau1235,Ayautla Mazatec,vmy,Otomanguean,North America,18.0993,-96.5952
ayer1245,Ayere,aye,Atlantic-Congo,Africa,7.52206,6.01979
ayic1234,Ayi (China),ayx,Bookkeeping,Eurasia,27.1213,98.8684
ayip1235,Ayi (Papua New Guinea),ayq,Sepik,Papunesia,-3.95946,142.407
ayiw1239,Äiwoo,nfl,Austronesian,Papunesia,-10.30387,166.32344
ayiz1244,Ayizi,yyz,Sino-Tibetan,Eurasia,25.0,103.7
ayiz1245,Ayizo Gbe,ayb,Atlantic-Congo,Africa,6.62654,2.20552
ayoq1235,Ayoquesco Zapotec,zaf,Otomanguean,North America,16.6633,-96.8575
ayor1240,Ayoreo,ayo,Zamucoan,South America,-19.220055,-60.217495
ayut1236,Ayutla Mixtec,miy,Otomanguean,North America,16.96667,-99.0967
ayuu1242,Ayu,ayu,Atlantic-Congo,Africa,9.2634,8.60225
azha1235,Azha,aza,Sino-Tibetan,Eurasia,23.9,104.15
azhe1235,Azhe,yiz,Sino-Tibetan,Eurasia,24.405,103.441
azoy1236,Azoyú Me'phaa,tpc,Otomanguean,North America,16.7584,-98.5241
baan1241,Baan,bvj,Atlantic-Congo,Africa,4.66709,7.30065
baan1242,Baangi,bqx,Atlantic-Congo,Africa,10.8083,5.7261
baat1238,Baatonum,bba,Atlantic-Congo,Africa,9.63186,2.99607
baaz1234,Baazem,,Atlantic-Congo,Africa,6.80235,9.97124
baba1263,Babango,bbm,Atlantic-Congo,Africa,1.79475,23.5851
baba1264,Baba,bbw,Atlantic-Congo,Africa,6.11222,10.5216
baba1266,Babanki,bbk,Atlantic-Congo,Africa,5.97863,10.2869
baba1267,Baba Malay,mbf,Austronesian,Eurasia,1.75414,103.076
baba1268,Babatana,baa,Austronesian,Papunesia,-7.22281,157.149
baba1273,Babalia Creole Arabic,bbz,Bookkeeping,Africa,12.7617,16.6925
babi1235,Witsuwit'en-Babine,bcr,Athabaskan-Eyak-Tlingit,North America,55.0997,-126.41
babu1240,Babuza,bzg,Austronesian,Papunesia,24.0017,120.585
baca1243,Bacanese Malay,btj,Austronesian,Papunesia,-0.62275,127.49
baca1246,Bacama,bcy,Afro-Asiatic,Africa,9.53072,12.0416
bact1239,Bactrian,xbc,Indo-European,Eurasia,36.81,66.85
bada1257,Badaga,bfq,Dravidian,Eurasia,11.3094,76.5974
bada1258,Bada (Nigeria),bau,Atlantic-Congo,Africa,9.62456,9.95
bada1261,Bada (Indonesia),bhz,Austronesian,Papunesia,-1.80249,120.319
bade1240,Badeshi,bdz,Unattested,Eurasia,35.2655,72.6823
bade1248,Bade,bde,Afro-Asiatic,Africa,12.789,10.6557
badi1246,Badimaya,bia,Pama-Nyungan,Australia,-29.0647,117.246
badi1247,Ngkontar Baedi,khd,Yam,Papunesia,-8.85301,140.753
badj1244,Badjirri,jbi,Pama-Nyungan,Australia,-28.79,145.47
bady1239,Jaad-Badyara,pbp,Atlantic-Congo,Africa,12.6425,-13.4759
baeg1237,Baeggu,bvd,Austronesian,Papunesia,-8.49014,160.771
bael1237,Baelelea,bvc,Austronesian,Papunesia,-8.41627,160.721
baen1237,Baenan,,Unclassifiable,South America,-15.352491,-39.5552237
baet1237,Baetora,btr,Austronesian,Papunesia,-15.2574,168.159
bafa1247,Bafaw-Balong,bwt,Atlantic-Congo,Africa,4.53307,9.522
bafa1249,Bafanji,bfj,Atlantic-Congo,Africa,5.84612,10.4518
bafi1243,Bafia,ksf,Atlantic-Congo,Africa,4.72603,11.0982
bafo1235,Bafoto,,Atlantic-Congo,Africa,1.19,19.76
bafu1246,Bafut,bfd,Atlantic-Congo,Africa,6.14153,10.1194
baga1270,Baga Manduri,bmd,Atlantic-Congo,Africa,10.76747,-14.60521
baga1271,Baga Kaloum,bqf,Bookkeeping,Africa,9.951,-12.887
baga1272,Baga Sitemu,bsp,Atlantic-Congo,Africa,10.4793,-14.4756
baga1273,Baga Koga,bgo,Atlantic-Congo,Africa,10.1286,-13.947
baga1274,Baga Sobané,bsv,Bookkeeping,Africa,9.98865,-13.9054
baga1275,Pukur,bcg,Atlantic-Congo,Africa,10.5271,-14.6111
bagh1251,Bagheli,bfy,Indo-European,Eurasia,24.6837,87.4994
bagi1244,Bagirmi Fulfulde,fui,Atlantic-Congo,Africa,8.81656,18.3467
bagi1246,Bagirmi,bmi,Central Sudanic,Africa,11.52392,14.769495
bago1245,Bago-Kusuntu,bqg,Atlantic-Congo,Africa,8.52697,1.41214
bagr1243,Bagri,bgq,Indo-European,Eurasia,31.4,75.06
bagu1249,Bagua,,Unclassifiable,South America,,
bagu1251,Bagusa,bqb,Greater Kwerba,Papunesia,-1.98844,137.914
bagu1252,Bagupi,bpi,Nuclear Trans New Guinea,Papunesia,-5.07778,145.632
bagv1239,Bagvalal,kva,Nakh-Daghestanian,Eurasia,42.3966,46.1041
baha1256,Baha Buyang,yha,Tai-Kadai,Eurasia,23.0105,104.449
baha1257,Bahau,bhv,Austronesian,Papunesia,0.30801,115.332
baha1258,Baham,bdw,West Bomberai,Papunesia,-3.10628,132.637
baha1259,Baharna Arabic,abv,Afro-Asiatic,Eurasia,26.223615,50.580811
baha1260,Bahamas Creole English,bah,Indo-European,North America,25.032149,-77.390587
baha1262,Bahau River Kenyah,bwv,Bookkeeping,,,
bahi1252,Bahing,bhj,Sino-Tibetan,Eurasia,27.3323,86.3949
bahi1254,Bahinemo,bjh,Sepik,Papunesia,-4.55527,142.832
bahn1262,Bahnar,bdq,Austroasiatic,Eurasia,14.0476,108.471
baho1237,Bahonsuai,bsu,Austronesian,Papunesia,-2.22572,121.707
baib1251,Baibai,bbf,Baibai-Fas,Papunesia,-3.42672,141.345
baii1251,Bai,bdj,Atlantic-Congo,Africa,7.57221,26.48246
baik1238,Baikeno,bkx,Austronesian,Papunesia,-9.32991,124.256
baim1244,Baima,bqh,Sino-Tibetan,Eurasia,33.1001,103.952
baim1245,Baimak,bmx,Nuclear Trans New Guinea,Papunesia,-5.18943,145.606
baim1246,Bai-Maclay,,Nuclear Trans New Guinea,Papunesia,-5.64319,146.44581
bain1259,Bainounk-Gujaher,bab,Atlantic-Congo,Africa,12.3128,-16.0586
bain1260,Bainouk-Samik,bcb,Bookkeeping,Africa,12.5053,-15.9969
bain1261,Bainouk-Gunyaamolo-Gutobor,bcz,Atlantic-Congo,Africa,12.8672,-16.229
bais1242,Baissa Fali,fah,Atlantic-Congo,Africa,7.38023,10.7684
bais1246,Baiso,bsw,Afro-Asiatic,Africa,6.44892,37.7681
baja1265,Bajan,bjs,Indo-European,North America,13.1365,-59.5346
baje1238,Bajelani,bjm,Indo-European,Eurasia,33.9498,42.9867
baka1272,Baka (Cameroon),bkc,Atlantic-Congo,Africa,2.16013,13.7804
baka1273,Bakaka,bqz,Atlantic-Congo,Africa,4.79991,9.80402
baka1274,Baka (South Sudan),bdh,Central Sudanic,Africa,4.65943,29.59
baka1277,Bakairí,bkq,Cariban,South America,-14.2628,-54.7034
bakh1245,Bakhtiari,bqi,Indo-European,Eurasia,32.0163,49.7713
baki1244,Baki,bki,Austronesian,Papunesia,-16.7096,168.165
bako1249,Bakoko,bkh,Atlantic-Congo,Africa,3.56518,9.99905
bako1250,Bakole,kme,Atlantic-Congo,Africa,4.43654,8.97387
bakp1238,Iyongiyong,bbs,Atlantic-Congo,Africa,5.26756,8.26321
baku1263,Bakumpai,bkr,Austronesian,Papunesia,-1.98842,114.77
baku1265,Bakung Kenyah,boc,Bookkeeping,,,
bakw1243,Bakwé,bjw,Kru,Africa,5.23123,-6.51077
bala1301,Balanta-Kentohe,ble,Atlantic-Congo,Africa,11.8203,-15.3221
bala1302,Balanta-Ganja,bjt,Atlantic-Congo,Africa,12.5382,-15.6658
bala1306,Balau,blg,Bookkeeping,Papunesia,1.33476,110.913
bala1310,Balangao,blw,Austronesian,Papunesia,17.0994,121.272
bala1311,Balangingi,sse,Austronesian,Papunesia,6.011614,121.686646
bala1314,Balaesang,bls,Austronesian,Papunesia,-0.05644,119.689
bala1315,Balantak,blz,Austronesian,Papunesia,-0.86809,123.289
bala1316,Balade,,Austronesian,Papunesia,-20.25,164.2
bala1318,Balaybalan,,Artificial Language,Eurasia,,
bald1241,Baldamu,bdn,Afro-Asiatic,Africa,10.9078,14.4674
bali1245,Bali (Nigeria),bcn,Atlantic-Congo,Africa,8.81345,11.2952
bali1274,Bali (Democratic Republic of Congo),bcp,Atlantic-Congo,Africa,1.1807,26.5941
bali1278,Balinese,ban,Austronesian,Papunesia,-8.35714,115.075
bali1279,Balinese Malay,mhp,Austronesian,Papunesia,-8.355884,114.648391
bali1287,Baliledu-Buawa,,Austronesian,Papunesia,-9.56709,119.49165
balk1252,Balkan Romani,rmn,Indo-European,Eurasia,42.67,21.17
balk1254,Rumelian Turkish,bgx,Turkic,Eurasia,41.170545,24.44567
balo1261,Loi-Likila,biz,Atlantic-Congo,Africa,0.93777,18.1266
balo1264,Balo,bqo,Atlantic-Congo,Africa,6.12552,9.69365
balt1257,Baltic Romani,rml,Indo-European,Eurasia,57.29,29.06
balt1258,Balti,bft,Sino-Tibetan,Eurasia,34.4491,77.2859
balu1257,Paluai,blq,Austronesian,Papunesia,-2.5604,147.282
bama1249,Langue de Signes Malienne,bog,Sign Language,Africa,12.651,-8.00136
bama1251,Bamali,bbq,Atlantic-Congo,Africa,5.91327,10.4567
bamb1262,Bambassi,myf,Blue Nile Mao,Africa,9.82554,34.6522
bamb1265,Bambalang,bmo,Atlantic-Congo,Africa,5.861,10.544
bamb1266,Bambili-Bambui,baw,Atlantic-Congo,Africa,6.10821,10.2233
bamb1269,Bambara,bam,Mande,Africa,12.9,-7.65
bamb1270,Bambam,ptu,Austronesian,Papunesia,-3.02759,119.201
bame1260,Bamenyam,bce,Atlantic-Congo,Africa,5.77049,10.3302
bamu1253,Bamun,bax,Atlantic-Congo,Africa,5.49017,10.8477
bamu1254,Bamukumbit,bqt,Atlantic-Congo,Africa,5.87292,10.3537
bamu1256,Bamunka,bvm,Atlantic-Congo,Africa,6.00203,10.5127
bamu1257,Bamu,bcf,Kiwaian,Papunesia,-7.93818,143.545
bamw1238,Bamwe,bmg,Atlantic-Congo,Africa,2.16773,19.1644
bana1288,Banao Itneg,bjx,Austronesian,Papunesia,17.5643,121.05
bana1292,Banaro,byz,Ramu,Papunesia,-4.56615,144.329
bana1305,Bana,bcw,Afro-Asiatic,Africa,10.3535,13.6131
bana1306,Banawá,bnh,Bookkeeping,,,
band1337,Bandjigali,bjd,Bookkeeping,Australia,-30.0771,143.282
band1340,Bandial,bqj,Atlantic-Congo,Africa,12.5258,-16.4245
band1342,Banda-Mbrès,bqk,Atlantic-Congo,Africa,7.32924,23.0108
band1343,Banda-Banda,bpd,Atlantic-Congo,Africa,6.63889,22.7568
band1344,Banda-Bambari,liy,Atlantic-Congo,Africa,6.21563,20.9827
band1345,Banda-Ndélé,bfl,Atlantic-Congo,Africa,8.03339,23.9021
band1348,Banda-Yangere,yaj,Atlantic-Congo,Africa,3.95763,16.5907
band1352,Bandi,bza,Mande,Africa,8.207,-10.1886
band1353,Banda Malay,bpq,Austronesian,Papunesia,-4.55565,129.905
band1355,Banda (Indonesia),bnd,Austronesian,Papunesia,-5.42138,133.142
bang1339,Banggarla,bjb,Pama-Nyungan,Australia,-33.3036,136.079
bang1345,Bangba,bbe,Atlantic-Congo,Africa,3.39956,28.3138
bang1347,Ngombe-Bangandu,bgf,Atlantic-Congo,Africa,2.18716,14.7506
bang1348,Bangwinji,bsj,Atlantic-Congo,Africa,9.57157,11.2022
bang1350,Bangubangu,bnx,Atlantic-Congo,Africa,-4.31464,27.2438
bang1353,Bangala,bxg,Atlantic-Congo,Africa,3.3466,28.04453
bang1354,Bobangi,bni,Atlantic-Congo,Africa,-0.87437,17.227
bang1356,Bangolan,bgj,Atlantic-Congo,Africa,6.0125,10.667
bang1363,Bangime,dba,,Africa,14.8116,-3.77092
bang1365,Bangka,mfb,Austronesian,Papunesia,-1.73288,105.897
bang1368,Banggai,bgz,Austronesian,Papunesia,-1.58305,123.171
bang1369,Bangru,,Sino-Tibetan,Eurasia,27.95151,93.1608
bani1255,Baniwa do Icana,bwi,Arawakan,South America,2.17859,-67.7704
banj1239,Banjar,bjn,Austronesian,Papunesia,0.747105,115.79
bank1251,Ban Khor Sign Language,bfk,Sign Language,Eurasia,16.911,103.296
bank1256,Bankon,abb,Atlantic-Congo,Africa,4.3702,9.6403
bank1258,Bankagooma,bxw,Mande,Africa,11.7497,-5.50744
bank1259,Bankan Tey Dogon,dbw,Dogon,Africa,15.06,-2.92
bann1247,Bannoni,bcm,Austronesian,Papunesia,-6.23061,155.128
bant1281,Bantawa,bap,Sino-Tibetan,Eurasia,27.12147,87.04738
bant1286,Bantik,bnq,Austronesian,Papunesia,1.44586,124.846
bant1288,Bantoanon,bno,Austronesian,Papunesia,12.5194,122.034
bant1293,Bantayanon,bfx,Austronesian,Papunesia,11.2144,123.755
bant1298,Bantang,,Sino-Tibetan,Eurasia,21.725278,102.06
baou1238,Baoulé,bci,Atlantic-Congo,Africa,5.42509,-4.76565
bape1239,Bapen,,Atlantic-Congo,Africa,12.13,-12.79
bara1357,Baraamu,brd,Sino-Tibetan,Eurasia,28.3768,85.0584
bara1361,Barambu,brm,Atlantic-Congo,Africa,3.34642,26.861
bara1362,Barama,bbg,Atlantic-Congo,Africa,-2.49659,10.6777
bara1367,Barakai,baj,Austronesian,Papunesia,-6.7394,134.671
bara1369,Bara Malagasy,bhr,Austronesian,Africa,-23.9716,45.5937
bara1370,Baram Kayan,kys,Austronesian,Papunesia,3.51211,114.482
bara1371,Baras,brs,Austronesian,Papunesia,-1.5667,119.342
bara1375,Barapasi,brp,Geelvink Bay,Papunesia,-2.28732,137.054
bara1378,Baramu,bmz,Anim,Papunesia,-8.4885,143.002
bara1380,Barasana-Eduria,bsn,Tucanoan,South America,0.02193,-70.808
barb1242,Barbacoas,bpb,Unattested,South America,1.5206,-78.4834
barb1263,Barbareño,boi,Chumashan,North America,34.462,-119.699
barc1235,Barclayville Grebo,gry,Kru,Africa,4.67843,-8.09378
bard1255,Bardi,bcj,Nyulnyulan,Australia,-16.6274,122.906
bare1276,Baré,bae,Arawakan,South America,1.91649,-66.828
bare1279,Barain,bva,Afro-Asiatic,Africa,10.970124,17.911727
barg1252,Bargam,mlp,Nuclear Trans New Guinea,Papunesia,-4.8723,145.756
bari1241,Barikanchi,bxo,Pidgin,Africa,11.989,8.4331
bari1284,Bari,bfa,Nilotic,Africa,4.19522,31.0723
bari1286,Bariai,bch,Austronesian,Papunesia,-5.5087,148.666
bari1290,Bariji,bjc,Yareban,Papunesia,-9.231,148.454
bari1297,Barí,mot,Chibchan,South America,9.08497,-72.9353
bari1298,Barikewa,jbk,Turama-Kikori,Papunesia,-7.09739,143.99279
baro1252,Barombi,bbi,Atlantic-Congo,Africa,4.64584,9.25261
baro1253,Barok,bjk,Austronesian,Papunesia,-3.47672,152.193
barr1247,Barrow Point,bpt,Pama-Nyungan,Australia,-14.1219,144.531
barr1251,Barro Negro Tunebo,tbn,Chibchan,South America,6.12622,-72.044
barr1252,Barranbinya,,Pama-Nyungan,Australia,-30.1,145.93
baru1267,Baruya,byr,Angan,Papunesia,-6.89261,145.818
baru1269,Baruga,bjz,Nuclear Trans New Guinea,Papunesia,-9.40132,148.761
barw1243,Barwe,bwg,Atlantic-Congo,Africa,-17.675,33.4534
barz1241,Barzani Jewish Neo-Aramaic,bjf,Afro-Asiatic,Eurasia,31.7696,35.1536
basa1280,Basa-Gumna,bsl,Atlantic-Congo,Africa,9.94207,6.58105
basa1281,Basa-Gurmana,buj,Atlantic-Congo,Africa,10.2488,6.74865
basa1282,Basa (Nigeria),bzw,Atlantic-Congo,Africa,8.03159,7.06183
basa1284,Basa (Cameroon),bas,Atlantic-Congo,Africa,3.80765,10.4213
